NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER,YearQuarter,YearQuarter_UniqueCarrierName,SGeneral_Admin,Mail,FUEL RATE,FUEL_EXP,FUEL_EXP/PAX ( in cents)
31361.56,52112.2,486437.88,0,,41,42050.1,,0,0,,4143.64,1869.15,0,42241.99,576783.76,264965.22,50246.81,43215.35,79314.33,25377.55,29444.11,,31938.81,169.37,524671.56,-9701.9,988.88,360.52,317.37,49.03,-565.04,-8551.15,43561.05,12199.5,31361.56,0,0,0,0,0,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2023,1,20231,20231JetBlue Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-38304.33,-44684.23,,388.89,,171124.26,,,,147234.44,,,,,5253.89,324001.48,137400.88,97762.84,,23380.88,8648.99,8417.2,,18496.1,74578.82,368685.71,-117.14,4289.67,,2218.49,,-5.84,6385.18,-38299.06,5.28,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2023,1,20231,20231Kalitta Air LLC,#N/A,#N/A,#N/A,#N/A,#N/A
-12662.45,12323,,31308.67,,5954.74,,,,1493.94,,,,,26488.88,65246.22,18476.81,21482.95,,3492.15,855.4,832.47,,6514.07,1269.38,52923.22,-303.11,424.25,,219.41,,-0.58,339.97,12662.98,0.52,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,6683,D,3,3,2023,1,20231,20231Kalitta Air LLC,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,,,,,,,,0,,,,,,0,0,0,,,,,0,0,0,0,0,0,,,,0,0,0,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,16770,I,1,1,2023,1,20231,20231Kalitta Charters II,#N/A,#N/A,#N/A,#N/A,#N/A
80.17,162.35,,,,,,,,20172.22,,,,,,20172.22,6627.47,6427.56,,,,,3458.22,3408.74,87.88,20009.87,-79.46,0,,,,-2.72,-82.18,80.17,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,6774,D,1,1,2023,1,20231,20231Kalitta Charters II,#N/A,#N/A,#N/A,#N/A,#N/A
-11944.81,-11987.73,0,5148.55,,3512.85,0,,0,9159.43,,0,358.72,0,34.43,18213.98,8968.63,12498.03,0,2988.97,173.44,2402.79,0,3169.85,0,30201.71,0,0,0,0,0,42.92,42.92,-11944.81,0,-11944.81,0,0,0,,0,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,6699,D,2,2,2023,1,20231,20231Lynden Air Cargo Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
6182.54,6182.54,0,0,,0,0,,0,7746.61,,0,160.35,0,0,7906.96,1158.1,197.95,0,345.38,0,22.98,0,0,0,1724.42,0,0,0,0,0,0,0,6182.54,0,6182.54,0,0,0,,0,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,2,2,2023,1,20231,20231Lynden Air Cargo Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-24545.58,2448.25,113384.82,0,,0,0,,0,0,,0,0,0,0,113384.82,44862.24,31994.48,4916.28,68.78,0,13820.11,0,15274.69,0,110936.57,0,-12101.72,0,0,0,-14892.12,-26993.84,-24545.58,0,-24545.58,0,0,0,,0,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,6689,D,2,2,2023,1,20231,20231Mesa Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-13696.37,-11625.51,8449.06,0,,0,0,,0,0,,0,0,0,0,8449.06,3310.43,14175.83,386.33,5.28,0,1060.22,0,1136.49,0,20074.58,0,-928.4,0,0,0,-1142.46,-2070.86,-13696.37,0,-13696.37,0,0,0,,0,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2023,1,20231,20231Mesa Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-29178.25,-28946.14,0,0,,0,0,,0,64307.32,,0,28.73,0,0,64336.05,76965.67,4455.05,0,6761.92,0,4218.82,,880.73,0,93282.19,-26.84,0,-81.74,0,0,-123.52,-232.1,-29178.25,0,-29178.25,0,0,0,,0,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,11049,I,2,2,2023,1,20231,20231National Air Cargo Group Inc d/ba National Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-8700.51,-8468.41,0,0,,0,0,,20812.73,0,,0,215.06,0,0,21027.79,24085.9,704.09,1454.47,1357.48,0,1560.14,,334.12,0,29496.2,-26.84,0,-81.74,0,0,-123.52,-232.1,-8700.51,0,-8700.51,0,0,0,,0,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,7029,D,2,2,2023,1,20231,20231National Air Cargo Group Inc d/ba National Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-7403.45,-5145.56,0,0,,0,0,,120997.85,0,,0,0,0,1.02,120998.87,71800.48,12238.97,12406.22,13551.84,34.91,7669.4,0,8442.6,0,126144.43,0,-3342.07,0,0,0,1084.18,-2257.89,-7403.45,0,-7403.45,0,0,0,,0,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2023,1,20231,20231Omni Air International LLC,#N/A,#N/A,#N/A,#N/A,#N/A
-1551.17,-1283.01,0,0,,0,0,,13337.27,22.08,,0,0,0,0.12,13359.47,8316.8,1328.4,1473.45,1609.51,4.15,910.87,0,999.31,0,14642.48,0,-396.93,0,0,0,128.77,-268.16,-1551.17,0,-1551.17,0,0,0,,0,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,6738,D,2,2,2023,1,20231,20231Omni Air International LLC,#N/A,#N/A,#N/A,#N/A,#N/A
3189.01,3733.68,105190.55,0,,0,0,,0,0,,0,81477.93,0,0,186668.48,50517.38,21230.93,5386.91,73368.01,0,28538.54,0,3893.04,0,182934.8,0,0,0,-60.6,96.42,430.21,466.03,4199.71,1010.7,3189.01,0,0,0,,0,20427,PT,Piedmont Airlines,PT,Piedmont Airlines,6918,D,2,2,2023,1,20231,20231Piedmont Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-0.8,-27.5,0,0,2210.31,2210.31,0,185.07,0,185.07,3782.73,0,3782.73,0,0,6178.11,5235.03,16.98,0,506.24,149.34,113.87,,9.44,174.71,6205.61,19.12,0,7.59,0,0,0,26.7,-0.8,0,-0.8,0,0,0,-0.8,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16757,A,3,3,2023,1,20231,20231Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-0.35,-243.98,0,0,20165.26,20165.26,0,1688.46,0,1688.46,34510.93,0,34510.93,0,0,56364.65,47753.83,154.93,0,4618.54,1362.45,1038.82,,86.15,1593.91,56608.63,174.4,0,69.23,0,0,0,243.63,-0.35,0,-0.35,0,0,0,-0.35,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,6758,D,3,3,2023,1,20231,20231Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
1.14,-1060.16,0,0,87843.61,87843.61,0,7355.24,0,7355.24,150336.03,0,150336.03,0,0,245534.88,208021.9,674.9,0,20119.2,5935.08,4525.31,,375.29,6943.37,246595.04,759.73,0,301.58,0,0,0,1061.3,1.14,0,1.14,0,0,0,1.14,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2023,1,20231,20231Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-3924.37,-1156.19,240670.96,0,,0,0,,0,0,,0,0,0,0,240670.96,141939.55,51752.68,12214.94,8587.2,0,20301.23,0,7031.56,0,241827.15,0,-3707.27,0,0,2.93,-300.37,-4004.71,-5160.9,-1236.53,-3924.37,0,0,0,,0,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,7028,D,2,2,2023,1,20231,20231PSA Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-6.99,-2.02,431.57,0,,0,0,,0,0,,0,0,0,0,431.57,250.06,92.81,26.37,15.38,0,36.38,0,12.61,0,433.6,0,-6.65,0,0,0.01,-0.54,-7.18,-9.21,-2.22,-6.99,0,0,0,,0,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,11030,L,2,2,2023,1,20231,20231PSA Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
57.64,103.31,994.68,0,,0,0,,0,0,,0,10.64,0,0,1005.32,318.29,261.59,85.28,16.25,0,115.19,0,105.4,0,902.01,-23.05,-2.95,0,0,0,0.74,-25.25,78.06,20.42,57.64,0,0,0,,0,20452,YX,Republic Airline,YX,Republic Airline,11029,L,3,3,2023,1,20231,20231Republic Airline,#N/A,#N/A,#N/A,#N/A,#N/A
20535.63,37067.08,360003.61,0,,0,0,,0,0,,0,3850.88,0,0,363854.5,115207.98,94900.49,30872.99,5892.74,0,41760.68,0,38152.53,0,326787.42,-8343.26,-1067.43,0,0,0,269.89,-9140.8,27926.27,7390.65,20535.63,0,0,0,,0,20452,YX,Republic Airline,YX,Republic Airline,6003,D,3,3,2023,1,20231,20231Republic Airline,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81002,I,1,1,2023,1,20231,20231Rhoades Aviation dba Transair,#N/A,#N/A,#N/A,#N/A,#N/A
828.77,828.77,0,0,,0,0,,0,0,,0,1787.18,0,0,1787.18,74.72,793.67,0,0,0,0,84.55,5.47,0,958.41,0,0,0,0,0,0,0,828.77,0,828.77,0,0,0,,0,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81001,D,1,1,2023,1,20231,20231Rhoades Aviation dba Transair,#N/A,#N/A,#N/A,#N/A,#N/A
-13126.05,-6397.04,16293.04,0,,0,2154.55,,1326.25,0,,0,506.62,0,0,20280.47,12384.01,3809.13,0,0,0,0,9987.3,497.08,0,26677.51,0,-6579.53,0,0,0,-149.47,-6729.01,-13126.05,0,-13126.05,0,0,0,,0,20401,3M,Silver Airways,3M,Silver Airways,6888,D,1,1,2023,1,20231,20231Silver Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-5064.05,-2467.99,6285.89,0,,0,831.23,,511.67,0,,0,195.46,0,0,7824.24,4777.77,1469.57,0,0,0,0,3853.12,191.77,0,10292.23,0,-2538.4,0,0,0,-57.67,-2596.06,-5064.05,0,-5064.05,0,0,0,,0,20401,3M,Silver Airways,3M,Silver Airways,11056,I,1,1,2023,1,20231,20231Silver Airways,#N/A,#N/A,#N/A,#N/A,#N/A
1697.86,1726.36,0,0,0,14005.68,0,0,0,5943.58,0,0,790.47,0,0,20739.72,12633.15,1625.07,0,394.45,0,4223.3,0,137.4,0,19013.37,0,-3.38,-27.09,,,1.98,-28.49,1697.86,0,1697.86,,,,,,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,16884,I,2,2,2023,1,20231,20231Sky Lease Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
-50176.05,-59559.69,513629.92,0,,0,0,,0,0,,0,0,39241.67,11342.69,564214.28,292413.96,182215.38,46555.56,32137.82,422.6,32282.31,0,37746.33,0,623773.96,-3986.55,0,0,1661.17,0,969.22,-1356.16,-60915.85,-10739.79,-50176.05,0,0,0,,0,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,6700,D,3,3,2023,1,20231,20231SkyWest Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-1274.31,-1332.03,3867.82,0,,0,0,,0,0,,0,0,0,90.37,3958.19,2492.8,1359.64,457.17,219.28,1.99,247.89,0,511.46,0,5290.22,-52.94,0,0,13.46,0,7.44,-32.03,-1364.07,-89.76,-1274.31,0,0,0,,0,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,11025,L,3,3,2023,1,20231,20231SkyWest Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
4002.46,20339.77,109831.38,23.11,,23393.59,21015.84,,37413.68,850.66,,3649.41,1153.98,0,16201.94,213533.58,95043.38,17827.4,8403.46,21217.17,9587.59,24056.1,0,16951.22,107.49,193193.81,-7485.83,-43.41,0,0,339.63,2206.27,-4983.33,15356.44,11353.99,4002.46,0,0,0,,0,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,6795,D,2,2,2023,1,20231,20231Sun Country Airlines d/b/a MN Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
34714.96,35443.37,61362.02,0,,0,5769.92,,6504.97,1417.22,,1001.95,0,0,4525.51,80581.59,23410.82,2150.83,2082.07,8605.76,2825.64,3539.1,0,2508.29,15.71,45138.22,-1094.2,-6.35,0,0,49.64,322.49,-728.41,34714.96,0,34714.96,0,0,0,,0,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,2,2,2023,1,20231,20231Sun Country Airlines d/b/a MN Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-7378.56,-6475.44,0,0,,0,0,,64902.37,10390.91,,0,8751.33,0,0,84044.62,46633.78,12219.33,0,7656.81,0.61,16544.36,0,7465.17,0,90520.05,-1595.4,0,0,692.29,0,0,-903.12,-7378.56,0,-7378.56,0,0,0,,0,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Easte",1130,D,2,2,2023,1,20231,"20231Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",#N/A,#N/A,#N/A,#N/A,#N/A
-1644.26,-1443.01,0,0,,0,0,,14463.06,2315.54,,0,1950.18,0,0,18728.78,10392.02,2723,0,1706.27,0.14,3686.8,0,1663.56,0,20171.79,-355.53,0,0,154.27,0,0,-201.25,-1644.26,0,-1644.26,0,0,0,,0,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Easte",11054,I,2,2,2023,1,20231,"20231Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",#N/A,#N/A,#N/A,#N/A,#N/A
609.4,126.41,740.87,6366.33,,3568.55,38.36,,240.21,6405.33,,,11.12,,1158.09,18528.84,7550.07,5373.62,,,,,4533.45,748.02,197.27,18402.44,31.69,,,16.84,,434.47,482.99,609.4,,609.4,,,,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alask,6860,D,1,1,2023,1,20231,20231Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
-9926.79,-9765.26,29171.67,0,,0,0,,6357.43,0,,0,260.41,0,22697.2,58486.71,39357.92,7904.14,0,0,0,0,20276.95,521.7,191.26,68251.97,-161.4,0,0,0,0,0.14,-161.26,-9926.52,0.27,-9926.79,0,0,0,,0,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,6144,D,1,1,2023,1,20231,20231TEM Enterprises dba  Avelo Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-144284.3,-202249.47,0,45812.83,,1148549.35,0,,0,0,,0,26991.69,0,116.89,1221470.75,749468.57,340617.26,0,142458.16,1490.51,75939.87,0,113745.86,0,1423720.22,0,5735.79,-721.21,2255.65,0,-17474.88,-10204.65,-212454.12,-68169.82,-144284.3,0,0,0,,0,19917,5X,United Parcel Service,5X,United Parcel Service,6910,D,3,3,2023,1,20231,20231United Parcel Service,#N/A,#N/A,#N/A,#N/A,#N/A
35783.22,46070.34,0,0,,136067.68,118.11,,0,0,,0,0,0,0,136185.79,49661.43,20448.63,0,10820.96,113.22,5768.31,0,3302.9,0,90115.45,0,435.68,-54.78,171.34,0,-1327.37,-775.13,45295.21,9511.99,35783.22,0,0,0,,0,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2023,1,20231,20231United Parcel Service,#N/A,#N/A,#N/A,#N/A,#N/A
42551.1,56052.01,0,0,,363414.01,0,,0,0,,0,-2.55,0,0,363411.52,198529.77,47727.08,0,30570.66,319.85,16296.24,0,13915.9,0,307359.51,0,1230.87,-154.77,484.05,0,-3750,-2189.86,53862.15,11311.05,42551.1,0,0,0,,0,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2023,1,20231,20231United Parcel Service,#N/A,#N/A,#N/A,#N/A,#N/A
136824.61,175548.35,0,86.07,,533979.2,0,,0,0,,0,0,0,0,534065.27,241664.91,48481.26,0,32843.14,343.63,17507.62,0,17676.36,0,358516.92,0,1322.36,-166.27,520.03,0,-4028.76,-2352.64,173195.71,36371.1,136824.61,0,0,0,,0,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2023,1,20231,20231United Parcel Service,#N/A,#N/A,#N/A,#N/A,#N/A
4397.51,4586.35,0,0,0,0,0,0,0,4915.37,0,0,52.64,,45681.44,50649.44,1766.81,488.13,0,173.79,1.57,2406.67,,379.52,40846.61,46063.1,-193.47,0,0,10.61,,0,-182.86,4403.49,5.97,4397.51,,,0,4397.51,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,3,3,2023,1,20231,20231USA Jet Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
31053.27,32386.71,0,0,0,0,0,0,0,34710.12,0,0,371.71,,322581.77,357663.6,12476.42,3446.92,0,1227.26,11.1,16994.81,,2679.97,288440.43,325276.89,-1366.18,0,0,74.9,,0,-1291.28,31095.43,42.16,31053.27,,,0,31053.27,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,6912,D,3,3,2023,1,20231,20231USA Jet Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11057,I,2,2,2023,1,20231,"20231Western Air Charter, Inc.  d/b/a  Jet Edge",#N/A,#N/A,#N/A,#N/A,#N/A
539.48,517.48,0,0,,0,0,,0,0,,0,426.38,0,1549.17,1975.55,35286.58,10261.46,149.4,0,0,-44739.06,,183.99,315.7,1458.07,0,0,0,0,0,22,22,539.48,0,539.48,0,0,0,,0,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",1235,D,2,2,2023,1,20231,"20231Western Air Charter, Inc.  d/b/a  Jet Edge",#N/A,#N/A,#N/A,#N/A,#N/A
-40824.85,-19993.67,0,0,,0,0,,0,36487.93,,0,1173.77,0,0,37661.7,25995.62,3833.42,0,4024.74,0,10551.81,0,13249.77,0,57655.37,0,-14081.01,-9.76,0,0,5.75,-14085.02,-34078.69,-42.1,-34036.59,0,-6788.26,0,,0,21629,KD,Western Global,KD,Western Global,11042,I,2,2,2023,1,20231,20231Western Global,#N/A,#N/A,#N/A,#N/A,#N/A
-166471.29,-180805.17,416548.71,0,,0,166115.69,,0,0,,24339.56,218673.77,0,1376.39,827054.13,528288.54,60448.84,52157.21,82897.1,30225.2,188698.98,0,65143.44,0,1007859.29,0,-27488.45,-271.92,0,0,-85.5,-27845.87,-208651.03,-42179.75,-166471.29,0,0,0,,0,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,6830,D,3,3,2022,1,20221,20221Spirit Air Lines,188698.98,0,2.95,368.585,4.337093674
-28231.97,-30662.87,70642.76,0,,0,28171.67,,0,0,,4127.76,37085.03,0,233.42,140260.64,89592.79,10251.56,8845.37,14058.57,5125.91,32001.58,0,11047.72,0,170923.51,0,-4661.78,-46.12,0,0,-14.5,-4722.4,-35385.26,-7153.29,-28231.97,0,0,0,,0,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2022,1,20221,20221Spirit Air Lines,188698.98,0,2.95,368.585,4.337093674
-236831.38,-267513.28,655818.07,0,,0,229000.95,,0,0,,24603.71,305905.23,0,2068.41,1217396.37,655928,69693.96,56716.84,93488.51,40334.47,496782.29,0,71965.58,0,1484909.64,0,-27007.01,-166.08,0,0,-3073.88,-30246.97,-297760.24,-60928.87,-236831.38,0,0,0,,0,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,6830,D,3,3,2022,4,20224,20224Spirit Air Lines,496782.29,0,3.625,494.255,4.822327448
-33833.05,-38216.18,93688.3,0,,0,32714.42,,0,0,,3514.82,43700.75,0,295.49,173913.77,93704,9956.28,8102.41,13355.5,5762.07,70968.9,0,10280.8,0,212129.95,0,-3858.15,-23.73,0,0,-439.13,-4321,-42537.18,-8704.12,-33833.05,0,0,0,,0,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2022,4,20224,20224Spirit Air Lines,496782.29,0,3.625,494.255,4.822327448
-31502.07,-31513.05,649554.34,0,,0,206320.52,,0,0,,24235.57,281201.35,0,1881.5,1163193.29,659821.72,62800.59,53434.29,87853.82,41035.43,222053.54,0,67706.95,0,1194706.34,0,-10479.77,-353.33,0,0,4.33,-10828.77,-42341.82,-10839.75,-31502.07,0,0,0,,0,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,6830,D,3,3,2022,3,20223,20223Spirit Air Lines,222053.54,0,3.82,508.496,5.104708074
-4874.45,-4876.15,100508.41,0,,0,31924.89,,0,0,,3750.08,43511.53,0,291.13,179986.03,102097.13,9717.41,8268.12,13594.01,6349.59,34359.32,0,10476.6,0,184862.18,0,-1621.58,-54.67,0,0,0.67,-1675.58,-6551.74,-1677.28,-4874.45,0,0,0,,0,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2022,3,20223,20223Spirit Air Lines,222053.54,0,3.82,508.496,5.104708074
-44702.39,-38666.75,668253.53,0,,0,203842,,0,0,,24566.67,267211.48,0,1872.42,1165746.1,692559.53,60178.94,52176.31,83311.02,41561.78,209397.18,0,65228.08,0,1204412.85,0,-18668.91,-247.33,0,0,-5.12,-18921.36,-57588.11,-12885.72,-44702.39,0,0,0,,0,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,6830,D,3,3,2022,2,20222,20222Spirit Air Lines,209397.18,0,4.3,558.633,5.760021727
-7703.7,-6663.55,115162.1,0,,0,35128.69,,0,0,,4233.65,46049.34,0,322.68,200896.46,119350.82,10370.81,8991.7,14357.23,7162.46,36086.03,0,11240.95,0,207560.01,0,-3217.27,-42.62,0,0,-0.88,-3260.77,-9924.33,-2220.63,-7703.7,0,0,0,,0,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2022,2,20222,20222Spirit Air Lines,209397.18,0,4.3,558.633,5.760021727
-268473,-145830,3819237,708,,39838,14357,,4248,0,,,625848,0,31182,4535418,1918990,412674,427215,904149,248721,426660,,313869,28970,4681248,-89521,8419,-361,0,,-136179,-217642,-363472,-94999,-268473,0,0,0,-268473,0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,6725,D,3,3,2022,1,20221,20221Southwest Airlines Co.,426660,708,3.36,1004,2.794457622
-9376,-5094,133343,25,,1391,501,,148,0,,,21850,0,1089,158347,67000,14407,14916,31568,8684,14896,,10959,1011,163441,-3126,294,-13,0,,-4754,-7599,-12693,-3317,-9376,0,0,0,-9376,0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2022,1,20221,20221Southwest Airlines Co.,426660,708,3.36,1004,2.794457622
-213347,-373557,5124854,1070,,40957,15808,,3366,0,,,759742,0,34545,5980342,2598348,467750,441376,1071048,303299,1080677,,358606,32795,6353899,-65563,7300,-593,0,,155752,96896,-276661,-63314,-213347,0,0,0,-213347,0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,6725,D,3,3,2022,4,20224,20224Southwest Airlines Co.,1080677,1070,3.36,1585,4.227251493
-6845,-11984,164401,34,,1314,507,,108,0,,,24372,0,1108,191844,83354,15005,14159,34357,9730,34667,,11504,1052,203828,-2103,234,-19,0,,4996,3108,-8876,-2031,-6845,0,0,0,-6845,0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2022,4,20224,20224Southwest Airlines Co.,1080677,1070,3.36,1585,4.227251493
26634,40579,206875,26,,1618,630,,115,0,,,25177,0,1286,235727,89701,15618,15142,36298,10180,15750,,11383,1077,195148,-3203,338,-18,0,,-1400,-4283,36296,9662,26634,0,0,0,26634,0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2022,2,20222,20222Southwest Airlines Co.,433800,712,3.375,1636,3.771294675
733498,1117581,5697958,712,,44564,17339,,3167,0,,,693440,0,35433,6492613,2470644,430147,417064,999742,280427,433800,,313532,29675,5375032,-88213,9297,-504,0,,-38553,-117973,999608,266110,733498,0,0,0,733498,0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,6725,D,3,3,2022,2,20222,20222Southwest Airlines Co.,433800,712,3.375,1636,3.771294675
10034,14312,195171,45,,1561,647,,63,0,,,26564,0,1271,225322,97998,16411,15803,38914,10278,18281,,12186,1138,211010,-3020,307,-11,0,,1214,-1510,12802,2768,10034,0,0,0,10034,0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2022,3,20223,20223Southwest Airlines Co.,486378,1184,3.39,1750,4.08253762
267029,380836,5192616,1184,,41545,17208,,1664,0,,,706746,0,33823,5994786,2607294,436632,420452,1035316,273435,486378,,324175,30269,5613950,-80337,8165,-294,0,,32301,-40165,340671,73642,267029,0,0,0,267029,0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,6725,D,3,3,2022,3,20223,20223Southwest Airlines Co.,486378,1184,3.39,1750,4.08253762
-671980,-497580,4331022,11848,,75837,180783,,73337,5095,,17475,669047,0,2319774,7684218,2224591,654061,629967,1213817,464025,473860,,396932,2124545,8181798,-213335,-3825,27,1807,0,-164034,-379360,-876940,-204960,-671980,0,0,0,,0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,1260,D,3,3,2022,1,20221,20221Delta Air Lines Inc.,473860,11848,2.79,2092,6.944946328
